transaction_date,total_transactions,total_credit_amount,total_debit_amount,total_amount
2025-05-30 05:54:49,1,0.0,7628.67,7628.67
2025-05-30 06:39:42,1,0.0,12900.53,12900.53
2025-05-30 07:11:24,1,0.0,36392.43,36392.43
2025-05-30 07:30:10,1,145641.86,0.0,145641.86
2025-05-30 08:37:16,1,0.0,41960.39,41960.39
2025-05-30 08:57:05,1,0.0,11432.81,11432.81
2025-05-30 09:15:41,1,0.0,55119.94,55119.94
2025-05-30 09:19:22,1,0.0,15242.56,15242.56
2025-05-30 09:39:38,1,4713.85,0.0,4713.85
2025-05-30 09:40:18,1,0.0,11906.76,11906.76
2025-05-30 09:40:46,1,141739.06,0.0,141739.06
2025-05-30 11:23:47,1,0.0,1234.58,1234.58
2025-05-30 11:33:26,1,0.0,33393.36,33393.36
2025-05-30 11:43:40,1,0.0,1736.88,1736.88
2025-05-30 12:14:59,1,0.0,2196.35,2196.35
2025-05-30 13:04:01,1,51782.78,0.0,51782.78
2025-05-30 13:17:29,1,0.0,12040.11,12040.11
2025-05-30 13:21:32,1,0.0,553.98,553.98
2025-05-30 13:30:42,1,85160.6,0.0,85160.6
2025-05-30 13:30:48,1,2658.28,0.0,2658.28
2025-05-30 13:55:14,1,0.0,14519.63,14519.63
2025-05-30 13:58:58,1,7991.68,0.0,7991.68
2025-05-30 14:13:44,1,869.46,0.0,869.46
2025-05-30 14:19:34,1,3743.37,0.0,3743.37
2025-05-30 14:20:13,1,0.0,49730.55,49730.55
2025-05-30 14:25:02,1,53626.44,0.0,53626.44
2025-05-30 14:25:25,1,0.0,47254.04,47254.04
2025-05-30 14:35:59,1,1597.5,0.0,1597.5
2025-05-30 14:53:52,1,0.0,49909.55,49909.55
2025-05-30 15:13:11,1,0.0,19012.87,19012.87
2025-05-30 15:47:06,1,48575.42,0.0,48575.42
2025-05-30 16:32:53,1,4482.82,0.0,4482.82
2025-05-30 17:08:38,1,0.0,7576.63,7576.63
2025-05-30 17:16:14,1,6437.23,0.0,6437.23
2025-05-30 17:24:04,1,1578.18,0.0,1578.18
2025-05-30 17:33:45,1,0.0,19528.61,19528.61
2025-05-30 17:35:34,1,0.0,9262.71,9262.71
2025-05-30 17:53:40,1,78322.28,0.0,78322.28
2025-05-30 18:20:07,1,0.0,30604.14,30604.14
2025-05-30 18:49:35,1,0.0,36255.83,36255.83
2025-05-30 18:50:28,1,78054.92,0.0,78054.92
2025-05-30 19:02:41,1,72802.67,0.0,72802.67
2025-05-30 19:08:25,1,61196.73,0.0,61196.73
2025-05-30 19:13:44,1,91004.48,0.0,91004.48
2025-05-30 19:14:03,1,11903.78,0.0,11903.78
2025-05-30 19:42:27,1,0.0,27026.72,27026.72
2025-05-30 20:21:39,1,0.0,7978.02,7978.02
2025-05-30 20:50:25,1,0.0,7711.9,7711.9
2025-05-30 20:56:28,1,0.0,28333.29,28333.29
2025-05-30 21:18:44,1,0.0,49717.26,49717.26
2025-05-30 21:56:16,1,734.56,0.0,734.56
2025-05-30 22:02:59,1,0.0,46830.57,46830.57
2025-05-31 00:32:19,1,7366.31,0.0,7366.31
2025-05-31 01:07:21,1,121189.49,0.0,121189.49
2025-05-31 01:32:47,1,0.0,41256.74,41256.74
2025-05-31 01:36:37,1,0.0,40978.11,40978.11
2025-05-31 01:37:38,1,0.0,59263.03,59263.03
2025-05-31 01:55:42,1,0.0,6024.72,6024.72
2025-05-31 02:03:31,1,0.0,7260.07,7260.07
2025-05-31 02:50:57,1,95520.94,0.0,95520.94
2025-05-31 02:56:12,1,0.0,36900.68,36900.68
2025-05-31 03:30:03,1,89140.72,0.0,89140.72
2025-05-31 03:53:53,1,36848.23,0.0,36848.23
2025-05-31 03:56:16,1,0.0,2028.88,2028.88
2025-05-31 04:10:51,1,0.0,28502.86,28502.86
2025-05-31 04:19:37,1,48943.05,0.0,48943.05
2025-05-31 04:21:21,1,37759.61,0.0,37759.61
2025-05-31 04:29:18,1,106518.03,0.0,106518.03
2025-05-31 05:29:32,1,6798.66,0.0,6798.66
2025-05-31 05:30:08,1,294.73,0.0,294.73
2025-05-31 05:38:06,1,0.0,6054.55,6054.55
2025-05-31 06:36:35,1,102902.51,0.0,102902.51
2025-05-31 06:44:55,1,0.0,25926.74,25926.74
2025-05-31 07:36:28,1,0.0,97228.35,97228.35
2025-05-31 08:24:15,1,0.0,14575.6,14575.6
2025-05-31 09:04:24,1,5762.59,0.0,5762.59
2025-05-31 09:08:19,1,0.0,38364.91,38364.91
2025-05-31 09:16:54,1,42486.43,0.0,42486.43
2025-05-31 09:21:10,1,42930.54,0.0,42930.54
2025-05-31 10:32:42,1,10434.31,0.0,10434.31
2025-05-31 10:39:38,1,65641.12,0.0,65641.12
2025-05-31 10:44:11,1,0.0,3823.92,3823.92
2025-05-31 12:26:44,1,0.0,17860.03,17860.03
2025-05-31 12:41:31,1,0.0,53775.74,53775.74
2025-05-31 12:50:31,1,0.0,14471.19,14471.19
2025-05-31 14:40:22,1,0.0,9748.94,9748.94
2025-05-31 14:52:38,1,0.0,1254.39,1254.39
2025-05-31 15:25:46,1,0.0,37359.8,37359.8
2025-05-31 16:04:15,1,0.0,16882.25,16882.25
2025-05-31 16:26:19,1,0.0,17134.83,17134.83
2025-05-31 16:30:25,1,3668.11,0.0,3668.11
2025-05-31 16:36:13,1,0.0,73116.48,73116.48
2025-05-31 16:40:03,1,0.0,33036.21,33036.21
2025-05-31 17:35:39,1,3285.05,0.0,3285.05
2025-05-31 17:36:01,1,0.0,12613.12,12613.12
2025-05-31 18:00:27,1,0.0,14723.15,14723.15
2025-05-31 18:35:02,1,0.0,436.9,436.9
2025-05-31 18:37:07,1,0.0,8837.34,8837.34
2025-05-31 18:43:32,1,0.0,35773.02,35773.02
2025-05-31 19:37:30,1,1309.86,0.0,1309.86
2025-05-31 19:40:01,1,0.0,9536.63,9536.63
2025-05-31 19:51:41,1,94428.26,0.0,94428.26
2025-05-31 20:06:00,1,0.0,83118.05,83118.05
2025-05-31 20:43:31,1,22416.6,0.0,22416.6
2025-05-31 21:50:39,1,0.0,8184.34,8184.34
2025-05-31 22:19:31,1,38645.28,0.0,38645.28
2025-05-31 23:17:33,1,47606.82,0.0,47606.82
2025-05-31 23:41:45,1,0.0,15003.31,15003.31
2025-05-31 23:47:33,1,3497.01,0.0,3497.01
2025-06-01 01:34:53,1,0.0,4912.58,4912.58
2025-06-01 01:45:57,1,0.0,6805.8,6805.8
2025-06-01 01:52:57,1,57903.56,0.0,57903.56
2025-06-01 02:00:15,1,0.0,20707.17,20707.17
2025-06-01 02:50:52,1,19892.93,0.0,19892.93
2025-06-01 03:27:07,1,0.0,38670.97,38670.97
2025-06-01 04:13:18,1,4412.31,0.0,4412.31
2025-06-01 04:27:39,1,0.0,21181.77,21181.77
2025-06-01 04:51:11,1,0.0,14075.67,14075.67
2025-06-01 05:02:43,1,0.0,22465.28,22465.28
2025-06-01 05:19:06,1,3552.75,0.0,3552.75
2025-06-01 05:30:07,1,0.0,642.53,642.53
2025-06-01 05:59:14,1,11614.42,0.0,11614.42
2025-06-01 05:59:42,1,0.0,47023.89,47023.89
2025-06-01 06:10:54,1,0.0,27003.83,27003.83
2025-06-01 06:15:43,1,0.0,5551.26,5551.26
2025-06-01 06:17:13,1,41381.68,0.0,41381.68
2025-06-01 06:29:14,1,0.0,7730.58,7730.58
2025-06-01 06:36:59,1,0.0,85083.29,85083.29
2025-06-01 06:45:46,1,0.0,16619.0,16619.0
2025-06-01 07:22:20,1,0.0,9313.48,9313.48
2025-06-01 07:52:57,1,48519.91,0.0,48519.91
2025-06-01 08:27:32,1,0.0,1491.45,1491.45
2025-06-01 09:17:51,1,0.0,11966.71,11966.71
2025-06-01 09:26:42,1,126325.8,0.0,126325.8
2025-06-01 09:47:44,1,0.0,9657.78,9657.78
2025-06-01 11:22:28,1,0.0,6976.61,6976.61
2025-06-01 11:31:40,1,0.0,48927.81,48927.81
2025-06-01 11:44:20,1,0.0,7323.04,7323.04
2025-06-01 11:56:38,1,6500.57,0.0,6500.57
2025-06-01 12:01:02,1,0.0,47315.41,47315.41
2025-06-01 12:05:02,1,0.0,7615.85,7615.85
2025-06-01 12:18:30,1,0.0,15233.03,15233.03
2025-06-01 12:24:39,1,0.0,78308.91,78308.91
2025-06-01 12:44:03,1,0.0,6151.05,6151.05
2025-06-01 13:17:04,1,0.0,5871.28,5871.28
2025-06-01 13:19:57,1,1498.26,0.0,1498.26
2025-06-01 14:07:44,1,0.0,32380.28,32380.28
2025-06-01 14:14:57,1,98741.2,0.0,98741.2
2025-06-01 15:06:47,1,34464.15,0.0,34464.15
2025-06-01 15:50:13,1,30125.23,0.0,30125.23
2025-06-01 16:03:23,1,0.0,70259.08,70259.08
2025-06-01 16:06:24,1,0.0,33791.74,33791.74
2025-06-01 16:35:29,1,7341.55,0.0,7341.55
2025-06-01 16:52:32,1,0.0,19101.22,19101.22
2025-06-01 17:07:44,1,0.0,100.27,100.27
2025-06-01 17:23:10,1,3541.47,0.0,3541.47
2025-06-01 17:25:29,1,0.0,4971.12,4971.12
2025-06-01 17:42:50,1,0.0,17031.65,17031.65
2025-06-01 18:02:36,1,41316.27,0.0,41316.27
2025-06-01 18:36:31,1,0.0,9622.74,9622.74
2025-06-01 19:18:53,1,0.0,7838.09,7838.09
2025-06-01 19:52:46,1,0.0,11907.86,11907.86
2025-06-01 20:19:40,1,0.0,3206.44,3206.44
2025-06-01 20:23:14,1,0.0,37401.14,37401.14
2025-06-01 20:42:33,1,0.0,51994.5,51994.5
2025-06-01 20:57:45,1,0.0,5374.04,5374.04
2025-06-01 21:17:27,1,3236.94,0.0,3236.94
2025-06-01 22:56:13,1,31499.4,0.0,31499.4
2025-06-01 23:18:23,1,0.0,38511.93,38511.93
2025-06-01 23:18:36,1,0.0,37992.69,37992.69
2025-06-01 23:36:07,1,9984.53,0.0,9984.53
2025-06-02 00:28:44,1,0.0,12977.0,12977.0
2025-06-02 00:40:44,1,0.0,6115.19,6115.19
2025-06-02 01:44:27,1,0.0,17046.32,17046.32
2025-06-02 01:50:18,1,0.0,21550.41,21550.41
2025-06-02 02:29:35,1,8653.4,0.0,8653.4
2025-06-02 02:29:57,1,0.0,1156.96,1156.96
2025-06-02 02:33:38,1,0.0,26183.14,26183.14
2025-06-02 02:36:13,1,0.0,24627.48,24627.48
2025-06-02 02:38:00,1,4848.3,0.0,4848.3
2025-06-02 03:18:22,1,0.0,53928.63,53928.63
2025-06-02 03:34:28,1,2850.21,0.0,2850.21
2025-06-02 03:43:01,1,0.0,22831.91,22831.91
2025-06-02 03:55:53,1,6988.43,0.0,6988.43
2025-06-02 03:56:50,1,11455.46,0.0,11455.46
2025-06-02 03:58:59,1,0.0,12868.33,12868.33
2025-06-02 04:00:13,1,0.0,16567.62,16567.62
2025-06-02 04:20:21,1,0.0,2967.87,2967.87
2025-06-02 05:01:48,1,0.0,7066.29,7066.29
2025-06-02 05:12:02,1,0.0,15197.9,15197.9
2025-06-02 05:20:16,1,0.0,43890.67,43890.67
2025-06-02 05:21:59,1,0.0,10885.82,10885.82
2025-06-02 05:31:33,1,0.0,55880.95,55880.95
2025-06-02 05:45:23,1,3057.64,0.0,3057.64
2025-06-02 05:56:04,1,0.0,967.52,967.52
2025-06-02 06:16:01,1,0.0,56042.66,56042.66
2025-06-02 06:21:32,1,0.0,11362.46,11362.46
2025-06-02 06:53:44,1,6800.39,0.0,6800.39
2025-06-02 07:26:39,1,2029.88,0.0,2029.88
2025-06-02 07:37:18,1,0.0,33762.4,33762.4
2025-06-02 07:53:12,1,0.0,3712.93,3712.93
2025-06-02 07:59:31,1,0.0,5463.35,5463.35
2025-06-02 08:16:54,1,0.0,32042.5,32042.5
2025-06-02 08:38:28,1,75322.54,0.0,75322.54
2025-06-02 08:40:30,1,0.0,4773.28,4773.28
2025-06-02 08:48:26,1,0.0,48014.15,48014.15
2025-06-02 08:50:29,1,0.0,6506.66,6506.66
2025-06-02 09:49:01,1,98728.38,0.0,98728.38
2025-06-02 09:57:10,1,0.0,6277.47,6277.47
2025-06-02 11:12:59,1,0.0,21247.52,21247.52
2025-06-02 11:19:43,1,0.0,19430.23,19430.23
2025-06-02 11:45:42,1,0.0,18439.6,18439.6
2025-06-02 11:48:48,1,0.0,10994.13,10994.13
2025-06-02 12:25:06,1,0.0,15201.55,15201.55
2025-06-02 12:26:34,1,0.0,47816.53,47816.53
2025-06-02 12:32:28,1,0.0,7867.9,7867.9
2025-06-02 13:12:43,1,0.0,64244.27,64244.27
2025-06-02 13:47:30,1,0.0,16514.11,16514.11
2025-06-02 14:54:12,1,13446.54,0.0,13446.54
2025-06-02 15:05:38,1,1214.01,0.0,1214.01
2025-06-02 15:13:09,1,0.0,6638.84,6638.84
2025-06-02 15:36:30,1,0.0,29304.8,29304.8
2025-06-02 16:38:14,1,0.0,14011.71,14011.71
2025-06-02 17:16:26,1,0.0,20884.6,20884.6
2025-06-02 18:11:13,1,33549.3,0.0,33549.3
2025-06-02 19:32:02,1,4570.3,0.0,4570.3
2025-06-02 19:43:49,1,117566.25,0.0,117566.25
2025-06-02 19:48:02,1,0.0,9844.64,9844.64
2025-06-02 20:07:37,1,0.0,42780.44,42780.44
2025-06-02 20:08:53,1,0.0,44558.56,44558.56
2025-06-02 20:10:40,1,0.0,22498.99,22498.99
2025-06-02 20:22:59,1,0.0,84856.62,84856.62
2025-06-02 20:37:03,1,0.0,76934.62,76934.62
2025-06-02 21:48:12,1,0.0,44301.71,44301.71
2025-06-02 21:52:04,1,22743.88,0.0,22743.88
2025-06-02 22:26:15,1,117247.42,0.0,117247.42
2025-06-02 22:36:07,1,8898.27,0.0,8898.27
2025-06-02 22:41:47,1,0.0,4589.12,4589.12
2025-06-02 23:12:27,1,0.0,45846.11,45846.11
2025-06-02 23:17:23,1,2333.09,0.0,2333.09
2025-06-02 23:22:57,1,0.0,3978.6,3978.6
2025-06-02 23:34:19,1,9059.24,0.0,9059.24
2025-06-02 23:40:30,1,0.0,55567.47,55567.47
2025-06-02 23:42:24,1,0.0,10913.55,10913.55
2025-06-02 23:56:22,1,0.0,12493.12,12493.12
2025-06-03 00:06:10,1,0.0,10570.22,10570.22
2025-06-03 00:12:20,1,0.0,13128.45,13128.45
2025-06-03 01:13:31,1,0.0,71624.94,71624.94
2025-06-03 02:18:08,1,8751.45,0.0,8751.45
2025-06-03 02:31:53,1,0.0,875.48,875.48
2025-06-03 03:38:34,1,0.0,45207.89,45207.89
2025-06-03 03:52:41,1,0.0,18407.42,18407.42
2025-06-03 04:15:09,1,0.0,12525.43,12525.43
2025-06-03 04:30:24,1,0.0,15667.85,15667.85
2025-06-03 04:32:20,1,0.0,3897.43,3897.43
2025-06-03 04:36:22,1,8530.04,0.0,8530.04
2025-06-03 04:51:40,1,0.0,16297.51,16297.51
2025-06-03 05:18:09,1,0.0,7920.78,7920.78
2025-06-03 07:50:52,1,0.0,60158.58,60158.58
2025-06-03 08:33:42,1,29380.35,0.0,29380.35
2025-06-03 09:35:59,1,42028.5,0.0,42028.5
2025-06-03 11:01:36,1,0.0,25167.49,25167.49
2025-06-03 11:27:16,1,9546.24,0.0,9546.24
2025-06-03 11:47:56,1,94525.61,0.0,94525.61
2025-06-03 11:51:34,1,0.0,56752.14,56752.14
2025-06-03 12:05:38,1,0.0,20652.72,20652.72
2025-06-03 12:05:42,1,0.0,4775.55,4775.55
2025-06-03 12:46:12,1,0.0,82157.01,82157.01
2025-06-03 13:10:16,1,9663.45,0.0,9663.45
2025-06-03 13:33:29,1,0.0,51599.73,51599.73
2025-06-03 14:01:22,1,125826.37,0.0,125826.37
2025-06-03 14:03:08,1,7495.85,0.0,7495.85
2025-06-03 14:30:05,1,0.0,4924.07,4924.07
2025-06-03 14:35:47,1,10493.41,0.0,10493.41
2025-06-03 15:06:49,1,0.0,22846.05,22846.05
2025-06-03 15:08:39,1,0.0,6108.57,6108.57
2025-06-03 15:12:12,1,0.0,6881.85,6881.85
2025-06-03 15:29:55,1,0.0,37105.96,37105.96
2025-06-03 15:53:03,1,8068.75,0.0,8068.75
2025-06-03 16:42:32,1,94696.54,0.0,94696.54
2025-06-03 16:47:02,1,36156.99,0.0,36156.99
2025-06-03 18:11:29,1,0.0,5003.37,5003.37
2025-06-03 18:19:00,1,7371.8,0.0,7371.8
2025-06-03 19:01:34,1,0.0,4631.51,4631.51
2025-06-03 19:10:48,1,0.0,18464.95,18464.95
2025-06-03 19:50:06,1,0.0,67270.59,67270.59
2025-06-03 19:53:37,1,67828.36,0.0,67828.36
2025-06-03 20:31:36,1,0.0,5469.45,5469.45
2025-06-03 20:33:21,1,0.0,15630.69,15630.69
2025-06-03 20:40:14,1,34926.1,0.0,34926.1
2025-06-03 21:01:43,1,63648.67,0.0,63648.67
2025-06-03 21:11:34,1,0.0,16110.8,16110.8
2025-06-03 21:12:56,1,0.0,25589.37,25589.37
2025-06-03 21:45:50,1,0.0,13598.1,13598.1
2025-06-03 21:58:27,1,0.0,8759.0,8759.0
2025-06-03 22:41:22,1,0.0,36597.28,36597.28
2025-06-03 23:05:22,1,3657.87,0.0,3657.87
2025-06-04 00:02:31,1,0.0,79029.86,79029.86
2025-06-04 00:56:17,1,0.0,32665.82,32665.82
2025-06-04 01:35:16,1,0.0,10581.22,10581.22
2025-06-04 01:50:21,1,0.0,7325.14,7325.14
2025-06-04 02:10:48,1,2950.06,0.0,2950.06
2025-06-04 02:12:00,1,0.0,4002.89,4002.89
2025-06-04 02:43:31,1,49745.34,0.0,49745.34
2025-06-04 03:48:50,1,0.0,29924.94,29924.94
2025-06-04 04:09:35,1,0.0,24498.58,24498.58
2025-06-04 04:14:10,1,0.0,71325.25,71325.25
2025-06-04 04:16:09,1,108139.05,0.0,108139.05
2025-06-04 04:21:40,1,1351.42,0.0,1351.42
2025-06-04 04:32:36,1,0.0,20012.15,20012.15
2025-06-04 04:49:55,1,114393.93,0.0,114393.93
2025-06-04 05:09:53,1,0.0,14756.85,14756.85
2025-06-04 05:20:09,1,0.0,16809.45,16809.45
2025-06-04 05:31:17,1,0.0,7024.02,7024.02
2025-06-04 06:44:13,1,0.0,19693.04,19693.04
2025-06-04 06:57:26,1,4980.04,0.0,4980.04
2025-06-04 07:24:11,1,0.0,46866.35,46866.35
2025-06-04 07:56:36,1,4432.32,0.0,4432.32
2025-06-04 08:19:38,1,0.0,4569.59,4569.59
2025-06-04 08:31:08,1,0.0,11361.75,11361.75
2025-06-04 09:23:48,1,0.0,19128.25,19128.25
2025-06-04 09:29:48,1,5486.51,0.0,5486.51
2025-06-04 09:50:22,1,638.14,0.0,638.14
2025-06-04 10:41:47,1,0.0,3668.18,3668.18
2025-06-04 11:03:47,1,48419.77,0.0,48419.77
2025-06-04 11:38:24,1,23147.66,0.0,23147.66
2025-06-04 11:50:35,1,0.0,28599.57,28599.57
2025-06-04 11:54:43,1,0.0,18644.68,18644.68
2025-06-04 13:01:13,1,3296.5,0.0,3296.5
2025-06-04 13:06:50,1,814.25,0.0,814.25
2025-06-04 13:29:22,1,0.0,11588.13,11588.13
2025-06-04 13:30:12,1,0.0,40009.25,40009.25
2025-06-04 13:43:59,1,1901.34,0.0,1901.34
2025-06-04 13:58:29,1,145204.66,0.0,145204.66
2025-06-04 14:04:44,1,0.0,7278.59,7278.59
2025-06-04 14:10:15,1,2995.88,0.0,2995.88
2025-06-04 14:19:05,1,0.0,26324.17,26324.17
2025-06-04 14:20:39,1,5680.12,0.0,5680.12
2025-06-04 14:28:14,1,0.0,44369.78,44369.78
2025-06-04 14:40:57,1,32313.06,0.0,32313.06
2025-06-04 14:54:25,1,0.0,32335.02,32335.02
2025-06-04 15:38:59,1,0.0,9502.86,9502.86
2025-06-04 15:55:35,1,0.0,32082.27,32082.27
2025-06-04 16:08:35,1,6674.17,0.0,6674.17
2025-06-04 16:41:58,1,40103.33,0.0,40103.33
2025-06-04 17:35:28,1,41691.33,0.0,41691.33
2025-06-04 19:09:11,1,136735.97,0.0,136735.97
2025-06-04 19:24:14,1,0.0,46724.05,46724.05
2025-06-04 20:27:00,1,0.0,18041.66,18041.66
2025-06-04 21:10:29,1,0.0,7790.91,7790.91
2025-06-04 22:38:02,1,25355.38,0.0,25355.38
2025-06-04 22:38:08,1,0.0,1100.65,1100.65
2025-06-04 23:56:26,1,0.0,25388.04,25388.04
2025-06-04 23:58:34,1,33017.33,0.0,33017.33
2025-06-04 23:58:43,1,129616.39,0.0,129616.39
2025-06-05 00:10:09,1,0.0,31729.22,31729.22
2025-06-05 00:28:23,1,2590.15,0.0,2590.15
2025-06-05 00:54:28,1,1773.99,0.0,1773.99
2025-06-05 00:58:29,1,0.0,7935.32,7935.32
2025-06-05 02:16:20,1,86519.04,0.0,86519.04
2025-06-05 02:26:08,1,0.0,43048.74,43048.74
2025-06-05 02:29:25,1,0.0,1977.97,1977.97
2025-06-05 03:06:01,1,0.0,12240.4,12240.4
2025-06-05 03:23:11,1,0.0,55992.2,55992.2
2025-06-05 03:53:04,1,0.0,4911.33,4911.33
2025-06-05 04:36:15,1,61606.81,0.0,61606.81
2025-06-05 05:27:10,1,0.0,28171.55,28171.55
2025-06-05 05:51:24,1,0.0,15618.8,15618.8
2025-06-05 05:51:44,1,24367.93,0.0,24367.93
2025-06-05 06:00:48,1,0.0,21365.61,21365.61
2025-06-05 06:44:41,1,0.0,23281.84,23281.84
2025-06-05 06:56:34,1,0.0,48574.12,48574.12
2025-06-05 06:57:17,1,13258.23,0.0,13258.23
2025-06-05 07:12:42,1,30330.07,0.0,30330.07
2025-06-05 07:29:52,1,0.0,11836.27,11836.27
2025-06-05 07:32:36,1,0.0,3064.54,3064.54
2025-06-05 07:41:00,1,277.82,0.0,277.82
2025-06-05 07:58:37,1,0.0,8392.32,8392.32
2025-06-05 08:02:05,1,0.0,18878.65,18878.65
2025-06-05 08:18:17,1,9303.07,0.0,9303.07
2025-06-05 08:27:12,1,0.0,29357.84,29357.84
2025-06-05 08:30:22,1,0.0,25552.13,25552.13
2025-06-05 09:34:18,1,0.0,63295.24,63295.24
2025-06-05 10:03:43,1,10480.13,0.0,10480.13
2025-06-05 10:36:03,1,0.0,63337.88,63337.88
2025-06-05 11:10:36,1,2806.42,0.0,2806.42
2025-06-05 12:32:39,1,0.0,9506.39,9506.39
2025-06-05 12:48:50,1,1508.08,0.0,1508.08
2025-06-05 12:57:40,1,0.0,7997.39,7997.39
2025-06-05 13:05:32,1,18351.96,0.0,18351.96
2025-06-05 13:43:14,1,34062.23,0.0,34062.23
2025-06-05 14:01:45,1,0.0,28119.97,28119.97
2025-06-05 14:27:52,1,0.0,18515.48,18515.48
2025-06-05 14:29:50,1,0.0,12854.46,12854.46
2025-06-05 14:33:29,1,0.0,13912.5,13912.5
2025-06-05 14:54:22,1,0.0,83744.3,83744.3
2025-06-05 15:28:42,1,0.0,8408.7,8408.7
2025-06-05 15:29:11,1,0.0,8468.89,8468.89
2025-06-05 15:36:36,1,0.0,37282.91,37282.91
2025-06-05 16:02:18,1,0.0,17367.48,17367.48
2025-06-05 16:17:33,1,147518.4,0.0,147518.4
2025-06-05 17:00:27,1,7113.91,0.0,7113.91
2025-06-05 17:41:01,1,135094.47,0.0,135094.47
2025-06-05 18:12:26,1,0.0,12979.4,12979.4
2025-06-05 18:23:18,1,4984.2,0.0,4984.2
2025-06-05 19:00:42,1,0.0,20874.59,20874.59
2025-06-05 19:35:10,1,0.0,9916.54,9916.54
2025-06-05 20:12:37,1,0.0,45641.72,45641.72
2025-06-05 20:18:15,1,0.0,39297.77,39297.77
2025-06-05 20:30:02,1,0.0,9014.01,9014.01
2025-06-05 20:50:24,1,0.0,48369.91,48369.91
2025-06-05 21:31:22,1,0.0,19270.8,19270.8
2025-06-05 21:36:02,1,0.0,4613.91,4613.91
2025-06-05 21:55:49,1,13229.39,0.0,13229.39
2025-06-05 22:48:31,1,8157.33,0.0,8157.33
2025-06-05 22:50:56,1,2341.64,0.0,2341.64
2025-06-05 23:08:53,1,11097.51,0.0,11097.51
2025-06-05 23:24:24,1,29123.62,0.0,29123.62
2025-06-05 23:43:00,1,0.0,15588.88,15588.88
2025-06-06 00:07:34,1,0.0,9926.61,9926.61
2025-06-06 00:27:08,1,1596.26,0.0,1596.26
2025-06-06 00:38:18,1,0.0,32944.0,32944.0
2025-06-06 01:00:42,1,0.0,4894.7,4894.7
2025-06-06 01:09:37,1,0.0,7457.43,7457.43
2025-06-06 01:20:58,1,0.0,27462.39,27462.39
2025-06-06 01:29:33,1,0.0,29218.92,29218.92
2025-06-06 01:42:42,1,0.0,13267.77,13267.77
2025-06-06 02:36:41,1,0.0,92486.53,92486.53
2025-06-06 02:50:30,1,3149.26,0.0,3149.26
2025-06-06 02:56:39,1,0.0,13260.51,13260.51
2025-06-06 03:34:07,1,0.0,31081.26,31081.26
2025-06-06 04:14:10,1,0.0,37088.59,37088.59
2025-06-06 04:19:07,1,0.0,66495.45,66495.45
2025-06-06 04:28:44,1,0.0,39898.51,39898.51
2025-06-06 05:23:30,1,44352.61,0.0,44352.61
2025-06-06 07:08:12,1,0.0,83507.11,83507.11
2025-06-06 09:05:31,1,0.0,14331.78,14331.78
2025-06-06 09:13:55,1,0.0,4924.78,4924.78
2025-06-06 09:57:03,1,0.0,3541.85,3541.85
2025-06-06 10:12:06,1,16230.19,0.0,16230.19
2025-06-06 11:01:02,1,1007.87,0.0,1007.87
2025-06-06 11:40:39,1,0.0,3561.53,3561.53
2025-06-06 11:54:34,1,0.0,33229.72,33229.72
2025-06-06 11:58:08,1,0.0,7582.98,7582.98
2025-06-06 12:47:01,1,0.0,4146.4,4146.4
2025-06-06 12:48:47,1,0.0,19170.61,19170.61
2025-06-06 13:22:52,1,0.0,46291.26,46291.26
2025-06-06 13:22:55,1,0.0,38894.93,38894.93
2025-06-06 13:51:26,1,42723.01,0.0,42723.01
2025-06-06 14:38:53,1,136716.49,0.0,136716.49
2025-06-06 14:39:08,1,0.0,46834.95,46834.95
2025-06-06 15:21:33,1,224.79,0.0,224.79
2025-06-06 15:23:55,1,0.0,24332.7,24332.7
2025-06-06 16:09:47,1,0.0,9624.44,9624.44
2025-06-06 16:12:24,1,0.0,8244.37,8244.37
2025-06-06 16:41:37,1,0.0,73790.31,73790.31
2025-06-06 16:51:57,1,0.0,8693.79,8693.79
2025-06-06 17:33:45,1,0.0,15590.72,15590.72
2025-06-06 17:38:24,1,0.0,6030.63,6030.63
2025-06-06 18:13:06,1,1221.92,0.0,1221.92
2025-06-06 18:50:55,1,1825.66,0.0,1825.66
2025-06-06 19:21:14,1,0.0,70703.39,70703.39
2025-06-06 19:58:01,1,33668.06,0.0,33668.06
2025-06-06 20:18:17,1,16458.17,0.0,16458.17
2025-06-06 20:36:34,1,18999.25,0.0,18999.25
2025-06-06 20:48:08,1,0.0,11482.45,11482.45
2025-06-06 21:19:14,1,0.0,19195.42,19195.42
2025-06-06 22:17:09,1,48776.61,0.0,48776.61
2025-06-06 22:32:23,1,0.0,7233.5,7233.5
2025-06-06 22:41:07,1,0.0,8029.19,8029.19
2025-06-06 22:41:40,1,82284.74,0.0,82284.74
2025-06-06 22:50:01,1,2870.66,0.0,2870.66
2025-06-06 23:03:15,1,61088.43,0.0,61088.43
2025-06-06 23:03:24,1,0.0,27409.01,27409.01
2025-06-06 23:14:13,1,6776.04,0.0,6776.04
2025-06-06 23:31:42,1,0.0,19364.55,19364.55
2025-06-06 23:35:55,1,0.0,17633.76,17633.76
2025-06-06 23:38:17,1,8539.03,0.0,8539.03
2025-06-07 00:21:35,1,1403.89,0.0,1403.89
2025-06-07 00:43:51,1,0.0,8982.99,8982.99
2025-06-07 00:57:05,1,0.0,24659.61,24659.61
2025-06-07 01:49:45,1,0.0,31304.77,31304.77
